0,19,224.60,91.91,40.58,111.09,1.0,-1,-1,-1
0,18,513.08,83.02,40.18,129.12,1.0,-1,-1,-1
0,17,351.56,103.46,14.06,36.56,1.0,-1,-1,-1
0,16,406.81,100.75,57.66,162.42,1.0,-1,-1,-1
0,15,472.10,77.34,61.87,212.34,1.0,-1,-1,-1
0,14,344.33,97.08,42.59,90.55,1.0,-1,-1,-1
0,13,157.00,91.26,37.37,95.98,1.0,-1,-1,-1
0,12,194.87,96.23,100.04,254.33,1.0,-1,-1,-1
0,11,426.29,63.78,97.23,243.58,1.0,-1,-1,-1
0,10,190.35,99.04,41.28,101.45,1.0,-1,-1,-1
0,9,288.08,94.82,43.79,111.90,1.0,-1,-1,-1
0,8,73.33,87.59,73.33,227.41,1.0,-1,-1,-1
0,7,443.17,117.32,65.09,235.04,1.0,-1,-1,-1
0,6,386.32,91.66,33.55,112.05,1.0,-1,-1,-1
0,5,330.87,95.42,18.08,57.46,1.0,-1,-1,-1
0,4,412.63,138.92,65.89,224.30,1.0,-1,-1,-1
0,3,359.40,98.14,41.38,111.19,1.0,-1,-1,-1
0,2,579.78,113.71,53.04,147.86,1.0,-1,-1,-1
0,1,490.18,67.70,102.86,247.30,1.0,-1,-1,-1
1,20,418.66,89.50,25.71,76.74,1.0,-1,-1,-1
1,19,224.40,92.96,38.97,114.56,1.0,-1,-1,-1
1,18,511.87,83.17,41.79,135.80,1.0,-1,-1,-1
1,17,351.36,103.26,14.06,36.16,1.0,-1,-1,-1
1,16,411.03,100.80,54.64,159.36,1.0,-1,-1,-1
1,15,470.89,77.04,64.29,212.65,1.0,-1,-1,-1
1,14,344.33,97.03,42.59,94.82,1.0,-1,-1,-1
1,13,157.50,91.05,37.37,96.38,1.0,-1,-1,-1
1,12,194.26,96.63,135.00,274.82,1.0,-1,-1,-1
1,11,415.85,61.67,105.27,248.30,1.0,-1,-1,-1
1,10,191.35,99.09,39.07,101.00,1.0,-1,-1,-1
1,9,288.08,95.17,38.57,109.54,1.0,-1,-1,-1
1,8,75.23,87.49,72.32,232.33,1.0,-1,-1,-1
1,7,441.56,118.33,66.70,235.04,1.0,-1,-1,-1
1,6,386.12,92.51,33.35,110.89,1.0,-1,-1,-1
1,5,331.07,95.42,18.08,57.25,1.0,-1,-1,-1
1,4,413.44,138.31,65.09,224.90,1.0,-1,-1,-1
1,3,354.38,98.84,46.61,110.49,1.0,-1,-1,-1
1,2,580.98,114.11,54.64,147.46,1.0,-1,-1,-1
1,1,486.96,65.89,106.88,249.31,1.0,-1,-1,-1
