0,2,318.21,238.06,13.66,32.54,1.0,-1,-1,-1
0,1,244.29,224.80,25.31,65.09,1.0,-1,-1,-1
1,2,318.21,237.86,13.66,32.54,1.0,-1,-1,-1
1,1,244.08,224.80,25.71,65.09,1.0,-1,-1,-1
2,2,317.81,237.86,13.66,32.54,1.0,-1,-1,-1
2,1,243.88,224.80,25.71,65.09,1.0,-1,-1,-1
3,2,317.81,238.06,13.66,32.14,1.0,-1,-1,-1
3,1,243.88,225.00,25.31,65.09,1.0,-1,-1,-1
4,2,317.61,237.46,13.66,32.95,1.0,-1,-1,-1
4,1,243.68,224.80,25.71,65.09,1.0,-1,-1,-1
5,2,317.41,236.85,13.66,33.75,1.0,-1,-1,-1
5,1,243.48,225.40,25.71,64.69,1.0,-1,-1,-1
6,2,317.61,236.65,13.26,33.75,1.0,-1,-1,-1
6,1,243.68,225.20,25.31,64.69,1.0,-1,-1,-1
7,2,317.41,236.25,13.26,34.15,1.0,-1,-1,-1
7,1,243.88,225.20,25.31,64.69,1.0,-1,-1,-1
8,2,317.41,236.25,13.66,34.15,1.0,-1,-1,-1
8,1,244.49,225.00,24.91,64.29,1.0,-1,-1,-1
9,2,317.41,236.25,13.66,33.75,1.0,-1,-1,-1
9,1,244.69,225.00,24.51,64.29,1.0,-1,-1,-1
10,2,317.41,236.45,13.66,33.35,1.0,-1,-1,-1
10,1,245.29,225.00,24.11,63.88,1.0,-1,-1,-1
11,2,317.61,236.25,13.66,33.75,1.0,-1,-1,-1
11,1,245.69,225.40,24.11,64.29,1.0,-1,-1,-1
12,2,317.61,236.25,13.66,34.15,1.0,-1,-1,-1
12,1,245.89,225.40,24.11,64.29,1.0,-1,-1,-1
13,2,317.81,237.05,13.66,33.35,1.0,-1,-1,-1
13,1,245.89,225.60,24.11,64.29,1.0,-1,-1,-1
14,2,317.81,236.65,14.06,34.15,1.0,-1,-1,-1
14,1,245.89,225.60,24.51,64.69,1.0,-1,-1,-1
15,2,317.61,237.25,14.06,33.75,1.0,-1,-1,-1
15,1,245.69,225.80,24.91,64.29,1.0,-1,-1,-1
16,2,317.61,236.85,14.06,34.96,1.0,-1,-1,-1
16,1,245.69,225.60,25.31,64.69,1.0,-1,-1,-1
17,2,317.61,237.25,13.66,34.15,1.0,-1,-1,-1
17,1,245.89,225.80,25.31,64.69,1.0,-1,-1,-1
18,2,317.61,237.25,13.66,34.15,1.0,-1,-1,-1
18,1,246.09,225.80,25.31,64.29,1.0,-1,-1,-1
19,2,318.01,237.05,12.86,34.15,1.0,-1,-1,-1
19,1,246.09,225.80,25.31,64.29,1.0,-1,-1,-1
20,2,317.41,236.25,13.66,34.96,1.0,-1,-1,-1
20,1,246.09,225.80,25.71,64.29,1.0,-1,-1,-1
21,2,317.61,236.45,13.66,34.55,1.0,-1,-1,-1
21,1,246.09,225.80,25.71,64.29,1.0,-1,-1,-1
22,2,317.81,235.85,14.06,35.36,1.0,-1,-1,-1
22,1,245.69,225.60,26.12,64.29,1.0,-1,-1,-1
23,2,317.61,236.05,14.06,34.96,1.0,-1,-1,-1
23,1,245.09,225.60,26.92,63.88,1.0,-1,-1,-1
24,2,317.61,235.45,14.46,35.36,1.0,-1,-1,-1
24,1,244.89,225.20,27.32,64.29,1.0,-1,-1,-1
25,2,317.61,235.25,14.46,35.36,1.0,-1,-1,-1
25,1,244.89,225.20,27.32,63.88,1.0,-1,-1,-1
26,2,317.41,235.25,15.27,35.36,1.0,-1,-1,-1
26,1,244.89,225.20,27.32,63.08,1.0,-1,-1,-1
27,2,317.41,235.04,15.27,35.36,1.0,-1,-1,-1
