0,2,235.45,147.72,57.59,144.78,1.0,-1,-1,-1
0,1,300.80,149.60,17.68,51.70,1.0,-1,-1,-1
1,2,235.18,146.52,58.93,148.93,1.0,-1,-1,-1
1,1,302.14,149.46,17.14,52.23,1.0,-1,-1,-1
2,2,234.91,144.24,57.86,151.47,1.0,-1,-1,-1
2,1,302.68,149.06,17.68,52.77,1.0,-1,-1,-1
3,2,234.11,142.23,57.05,152.68,1.0,-1,-1,-1
3,1,303.48,148.53,17.68,53.04,1.0,-1,-1,-1
4,2,233.57,141.43,55.45,150.00,1.0,-1,-1,-1
4,1,304.82,148.53,17.14,52.50,1.0,-1,-1,-1
5,2,233.04,139.82,54.37,149.46,1.0,-1,-1,-1
5,1,305.36,148.26,17.68,52.77,1.0,-1,-1,-1
6,2,232.50,139.29,54.64,149.46,1.0,-1,-1,-1
6,1,306.43,147.99,17.68,53.04,1.0,-1,-1,-1
7,2,232.63,139.55,53.97,149.73,1.0,-1,-1,-1
7,1,307.77,147.86,17.68,53.57,1.0,-1,-1,-1
8,2,232.77,139.29,54.11,150.00,1.0,-1,-1,-1
8,1,308.57,147.86,17.68,54.38,1.0,-1,-1,-1
9,2,233.30,139.82,53.04,147.32,1.0,-1,-1,-1
9,1,309.38,147.72,18.21,55.18,1.0,-1,-1,-1
10,2,232.77,140.89,53.30,146.25,1.0,-1,-1,-1
10,1,310.18,147.72,18.21,55.98,1.0,-1,-1,-1
11,2,232.50,142.10,53.04,143.97,1.0,-1,-1,-1
11,1,310.71,148.12,18.75,56.25,1.0,-1,-1,-1
12,2,232.23,143.84,52.50,144.64,1.0,-1,-1,-1
12,1,311.52,147.99,20.36,56.79,1.0,-1,-1,-1
13,2,231.70,144.64,53.30,145.45,1.0,-1,-1,-1
13,1,312.32,147.46,20.89,58.12,1.0,-1,-1,-1
14,2,231.29,144.91,53.97,145.98,1.0,-1,-1,-1
14,1,313.66,147.59,20.36,58.39,1.0,-1,-1,-1
15,2,230.89,144.91,54.38,146.25,1.0,-1,-1,-1
15,1,313.66,147.32,21.96,58.93,1.0,-1,-1,-1
16,3,281.79,151.34,10.71,28.39,1.0,-1,-1,-1
16,2,231.43,144.51,54.11,147.46,1.0,-1,-1,-1
16,1,314.20,147.32,23.04,59.20,1.0,-1,-1,-1
17,3,282.32,150.94,10.71,28.66,1.0,-1,-1,-1
17,2,232.63,143.84,52.90,145.71,1.0,-1,-1,-1
17,1,315.27,147.32,22.50,59.20,1.0,-1,-1,-1
18,3,282.59,150.13,11.25,29.73,1.0,-1,-1,-1
18,2,234.38,142.23,51.96,146.79,1.0,-1,-1,-1
18,1,315.80,146.92,23.04,60.27,1.0,-1,-1,-1
19,3,283.12,150.27,10.71,29.46,1.0,-1,-1,-1
19,2,235.04,141.83,54.24,144.78,1.0,-1,-1,-1
19,1,316.61,146.38,24.11,60.27,1.0,-1,-1,-1
20,3,283.66,149.60,10.71,28.93,1.0,-1,-1,-1
20,2,236.92,141.03,55.85,145.04,1.0,-1,-1,-1
20,1,317.68,146.65,24.11,60.54,1.0,-1,-1,-1
21,3,284.20,150.94,10.71,28.39,1.0,-1,-1,-1
21,2,237.86,140.09,57.86,148.39,1.0,-1,-1,-1
21,1,318.48,146.25,25.71,61.07,1.0,-1,-1,-1
22,3,284.73,151.21,10.71,27.59,1.0,-1,-1,-1
22,2,238.39,140.09,60.00,148.93,1.0,-1,-1,-1
22,1,319.55,145.58,25.71,62.41,1.0,-1,-1,-1
23,3,285.54,150.67,10.71,28.12,1.0,-1,-1,-1
23,2,240.27,139.29,60.54,150.54,1.0,-1,-1,-1
23,1,321.16,145.85,25.71,61.88,1.0,-1,-1,-1
24,3,285.80,151.61,10.71,27.05,1.0,-1,-1,-1
24,2,242.68,139.96,60.00,147.19,1.0,-1,-1,-1
24,1,323.04,145.98,26.25,62.68,1.0,-1,-1,-1
25,3,285.00,150.13,12.32,28.93,1.0,-1,-1,-1
25,2,244.02,139.82,60.54,147.32,1.0,-1,-1,-1
25,1,324.11,145.85,26.25,63.48,1.0,-1,-1,-1
26,3,286.88,150.27,11.25,28.93,1.0,-1,-1,-1
26,2,246.16,141.03,60.54,147.19,1.0,-1,-1,-1
26,1,326.25,145.45,25.71,65.09,1.0,-1,-1,-1
27,3,287.41,148.66,11.79,29.73,1.0,-1,-1,-1
27,2,248.04,142.50,59.46,147.05,1.0,-1,-1,-1
27,1,328.12,145.18,25.71,65.89,1.0,-1,-1,-1
28,3,287.68,149.06,11.25,37.77,1.0,-1,-1,-1
28,2,249.24,142.90,59.06,144.78,1.0,-1,-1,-1
28,1,330.00,145.18,24.64,66.16,1.0,-1,-1,-1
29,3,288.75,149.33,12.32,39.91,1.0,-1,-1,-1
29,2,250.71,142.77,58.39,147.59,1.0,-1,-1,-1
29,1,331.34,145.18,24.64,66.96,1.0,-1,-1,-1
30,3,289.55,143.84,11.25,35.62,1.0,-1,-1,-1
30,2,252.05,143.30,57.32,148.39,1.0,-1,-1,-1
30,1,332.95,145.18,24.64,67.77,1.0,-1,-1,-1
31,3,289.55,148.66,11.79,32.41,1.0,-1,-1,-1
31,2,252.59,142.63,56.25,148.26,1.0,-1,-1,-1
31,1,334.82,145.31,24.11,68.30,1.0,-1,-1,-1
32,3,290.62,148.39,12.32,35.89,1.0,-1,-1,-1
32,2,253.39,141.83,54.64,148.53,1.0,-1,-1,-1
32,1,336.16,144.91,23.57,68.84,1.0,-1,-1,-1
33,3,291.16,146.92,11.25,32.68,1.0,-1,-1,-1
33,2,253.39,141.83,53.57,147.99,1.0,-1,-1,-1
33,1,338.04,144.24,23.04,69.91,1.0,-1,-1,-1
34,3,290.36,150.00,12.32,35.62,1.0,-1,-1,-1
34,2,253.39,141.16,52.50,143.57,1.0,-1,-1,-1
34,1,339.38,144.78,23.04,69.91,1.0,-1,-1,-1
35,3,291.43,149.73,11.25,33.21,1.0,-1,-1,-1
35,2,252.86,141.70,53.57,145.71,1.0,-1,-1,-1
35,1,340.71,143.71,23.04,71.79,1.0,-1,-1,-1
36,3,291.43,150.27,11.25,32.68,1.0,-1,-1,-1
36,2,252.32,141.56,54.64,143.97,1.0,-1,-1,-1
36,1,341.52,144.11,23.57,71.79,1.0,-1,-1,-1
37,3,292.23,150.00,11.25,31.34,1.0,-1,-1,-1
37,2,252.59,141.16,55.18,143.84,1.0,-1,-1,-1
37,1,343.12,144.11,23.04,71.79,1.0,-1,-1,-1
38,3,292.50,149.33,11.79,32.68,1.0,-1,-1,-1
38,2,253.66,141.03,54.64,142.37,1.0,-1,-1,-1
38,1,344.20,143.84,23.04,71.79,1.0,-1,-1,-1
39,3,293.30,149.46,11.25,32.14,1.0,-1,-1,-1
39,2,254.33,141.16,53.97,141.16,1.0,-1,-1,-1
39,1,345.27,143.17,23.57,73.39,1.0,-1,-1,-1
40,3,293.84,149.20,11.25,31.34,1.0,-1,-1,-1
40,2,255.00,141.16,53.04,140.36,1.0,-1,-1,-1
40,1,346.34,144.38,23.57,72.05,1.0,-1,-1,-1
41,3,294.91,149.06,10.71,30.27,1.0,-1,-1,-1
41,2,256.21,140.89,52.37,139.02,1.0,-1,-1,-1
41,1,348.21,144.38,23.04,73.39,1.0,-1,-1,-1
42,3,295.45,148.79,10.71,32.41,1.0,-1,-1,-1
42,2,256.21,141.16,52.63,138.75,1.0,-1,-1,-1
42,1,349.29,142.90,23.57,75.80,1.0,-1,-1,-1
43,3,294.91,148.93,11.79,35.62,1.0,-1,-1,-1
43,2,256.21,140.89,53.71,140.62,1.0,-1,-1,-1
43,1,350.36,144.24,24.64,75.00,1.0,-1,-1,-1
44,3,295.45,148.66,11.79,35.36,1.0,-1,-1,-1
44,2,256.47,141.16,54.24,140.89,1.0,-1,-1,-1
44,1,351.16,143.97,25.18,77.14,1.0,-1,-1,-1
45,3,295.71,149.20,11.79,32.14,1.0,-1,-1,-1
45,2,257.41,140.89,54.64,144.64,1.0,-1,-1,-1
45,1,351.96,144.24,25.71,77.68,1.0,-1,-1,-1
46,3,296.52,149.33,11.25,31.61,1.0,-1,-1,-1
46,2,258.75,140.62,54.11,143.84,1.0,-1,-1,-1
46,1,352.23,144.24,26.79,78.75,1.0,-1,-1,-1
47,3,296.79,149.73,11.25,30.27,1.0,-1,-1,-1
47,2,260.62,140.89,53.04,147.32,1.0,-1,-1,-1
47,1,352.50,144.11,28.39,79.82,1.0,-1,-1,-1
48,3,296.25,149.60,12.32,34.02,1.0,-1,-1,-1
48,2,262.23,141.43,53.57,144.91,1.0,-1,-1,-1
48,1,353.04,143.84,29.46,80.62,1.0,-1,-1,-1
49,3,296.79,150.00,12.32,33.75,1.0,-1,-1,-1
49,2,263.71,142.10,55.04,143.44,1.0,-1,-1,-1
49,1,353.57,143.57,31.07,82.23,1.0,-1,-1,-1
50,3,296.25,150.13,12.86,35.62,1.0,-1,-1,-1
50,2,265.58,142.23,55.04,141.70,1.0,-1,-1,-1
50,1,353.84,143.71,34.29,82.77,1.0,-1,-1,-1
51,3,295.98,149.87,13.39,36.16,1.0,-1,-1,-1
51,2,267.19,142.77,54.24,140.89,1.0,-1,-1,-1
